no,gender,age,height,weight,bmi,season,preference,sensitivity,environment,date,time,room,thermal sensation,thermal comfort ,thermal preference,ta,hr,griffith
9,1,22,180.0,65.0,20.06,summer,-1,1,-1,2021/7/24,17:00:00,5,0.5,1.0,-1.0,27.1,61.0,1.05
9,1,22,180.0,65.0,20.06,summer,-1,1,-1,2021/7/24,17:30:00,5,0.5,1.0,0.0,27.2,60.9,1.05
9,1,22,180.0,65.0,20.06,summer,-1,1,-1,2021/7/24,18:00:00,5,0.5,1.0,0.0,27.2,60.6,1.05
9,1,22,180.0,65.0,20.06,summer,-1,1,-1,2021/7/27,09:00:00,6,0.0,1.0,0.0,22.7,69.3,1.05
9,1,22,180.0,65.0,20.06,summer,-1,1,-1,2021/7/27,09:30:00,6,-0.5,0.0,1.0,23.0,68.0,1.05
9,1,22,180.0,65.0,20.06,summer,-1,1,-1,2021/7/27,10:00:00,6,-1.0,0.0,1.0,23.1,66.5,1.05
9,1,22,180.0,65.0,20.06,summer,-1,1,-1,2021/7/27,10:30:00,6,-1.5,0.0,1.0,23.2,65.9,1.05
9,1,22,180.0,65.0,20.06,summer,-1,1,-1,2021/7/27,11:00:00,6,-2.0,0.0,1.0,23.7,65.8,1.05
9,1,22,180.0,65.0,20.06,summer,-1,1,-1,2021/7/27,11:30:00,6,-1.0,0.0,1.0,23.7,69.6,1.05
9,1,22,180.0,65.0,20.06,summer,-1,1,-1,2021/7/27,12:00:00,6,-1.0,0.0,1.0,23.8,68.1,1.05
9,1,22,180.0,65.0,20.06,summer,-1,1,-1,2021/7/27,14:30:00,6,0.0,1.0,0.0,23.9,69.9,1.05
9,1,22,180.0,65.0,20.06,summer,-1,1,-1,2021/7/27,15:00:00,6,0.5,1.0,0.0,25.1,67.4,1.05
9,1,22,180.0,65.0,20.06,summer,-1,1,-1,2021/7/27,15:30:00,6,1.0,0.0,-1.0,25.7,66.2,1.05
9,1,22,180.0,65.0,20.06,summer,-1,1,-1,2021/7/27,16:00:00,6,2.0,0.0,-1.0,26.7,63.0,1.05
9,1,22,180.0,65.0,20.06,summer,-1,1,-1,2021/7/27,16:30:00,6,2.0,0.0,-1.0,27.2,62.0,1.05
9,1,22,180.0,65.0,20.06,summer,-1,1,-1,2021/7/27,17:00:00,6,2.5,0.0,-1.0,27.4,60.8,1.05
9,1,22,180.0,65.0,20.06,summer,-1,1,-1,2021/7/27,17:30:00,6,3.0,0.0,-1.0,27.6,59.9,1.05
9,1,22,180.0,65.0,20.06,summer,-1,1,-1,2021/8/1,09:00:00,5,0.0,1.0,0.0,25.8,61.2,1.05
9,1,22,180.0,65.0,20.06,summer,-1,1,-1,2021/8/1,09:30:00,5,0.0,1.0,0.0,23.3,61.7,1.05
9,1,22,180.0,65.0,20.06,summer,-1,1,-1,2021/8/1,10:00:00,5,-0.5,1.0,0.0,23.6,61.2,1.05
9,1,22,180.0,65.0,20.06,summer,-1,1,-1,2021/8/1,10:30:00,5,-0.5,1.0,0.0,23.3,59.8,1.05
9,1,22,180.0,65.0,20.06,summer,-1,1,-1,2021/8/1,11:00:00,5,-0.5,1.0,0.0,23.2,59.1,1.05
9,1,22,180.0,65.0,20.06,summer,-1,1,-1,2021/8/1,11:30:00,5,0.0,1.0,0.0,22.9,58.5,1.05
9,1,22,180.0,65.0,20.06,summer,-1,1,-1,2021/8/1,12:00:00,5,0.0,1.0,0.0,25.4,56.1,1.05
9,1,22,180.0,65.0,20.06,summer,-1,1,-1,2021/8/1,15:00:00,5,0.5,0.0,-1.0,27.6,55.6,1.05
9,1,22,180.0,65.0,20.06,summer,-1,1,-1,2021/8/1,15:30:00,5,2.0,0.0,-1.0,27.8,55.7,1.05
9,1,22,180.0,65.0,20.06,summer,-1,1,-1,2021/8/1,16:00:00,5,2.0,0.0,-1.0,28.0,55.7,1.05
9,1,22,180.0,65.0,20.06,summer,-1,1,-1,2021/8/1,16:30:00,5,2.0,0.0,-1.0,28.0,55.7,1.05
9,1,22,180.0,65.0,20.06,summer,-1,1,-1,2021/8/1,17:00:00,5,2.0,0.0,-1.0,28.1,55.8,1.05
9,1,22,180.0,65.0,20.06,summer,-1,1,-1,2021/8/1,17:30:00,5,1.0,0.0,-1.0,28.2,55.9,1.05
9,1,22,180.0,65.0,20.06,summer,-1,1,-1,2021/8/1,18:00:00,5,0.5,0.0,-1.0,28.0,56.8,1.05
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/15,10:00:00,6,0.5,1.0,2.0,22.8,18.3,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/15,10:30:00,6,0.0,1.0,2.0,26.2,16.2,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/15,11:00:00,6,0.5,1.0,2.0,26.9,15.6,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/15,11:30:00,6,0.0,1.0,2.0,27.0,15.9,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/15,12:00:00,6,0.0,1.0,2.0,27.4,16.0,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/15,14:30:00,6,0.0,1.0,2.0,28.3,13.7,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/15,15:00:00,6,0.0,1.0,2.0,26.3,16.0,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/15,15:30:00,6,0.5,1.0,2.0,26.0,16.8,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/15,16:00:00,6,0.0,1.0,2.0,25.8,17.0,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/15,16:30:00,6,0.0,1.0,2.0,25.7,17.4,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/15,17:00:00,6,0.0,1.0,2.0,25.5,17.5,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/15,17:30:00,6,0.0,1.0,2.0,25.3,17.3,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/15,9:00:00,6,-0.5,1.0,2.0,21.8,17.7,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/15,9:30:00,6,0.0,1.0,2.0,22.4,18.0,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/16,10:00:00,5,0.0,1.0,2.0,23.5,19.1,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/16,10:30:00,5,0.5,1.0,2.0,23.8,19.7,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/16,11:00:00,5,0.0,1.0,2.0,24.0,19.8,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/16,11:30:00,5,0.0,1.0,2.0,24.1,20.1,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/16,12:00:00,5,0.0,1.0,2.0,24.2,20.1,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/16,14:30:00,5,0.5,1.0,2.0,23.9,18.1,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/16,15:00:00,5,0.5,1.0,1.0,24.5,18.1,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/16,15:30:00,5,0.3,1.0,1.0,25.1,18.7,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/16,16:00:00,5,0.0,1.0,2.0,25.0,19.9,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/16,16:30:00,5,0.0,1.0,2.0,24.9,20.4,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/16,17:00:00,5,0.0,1.0,2.0,24.9,20.4,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/16,17:30:00,5,0.0,1.0,2.0,24.8,20.1,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/16,9:00:00,5,0.0,1.0,2.0,22.8,16.4,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/16,9:30:00,5,0.0,1.0,2.0,23.2,18.3,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/18,10:00:00,5,0.1,1.0,2.0,23.1,17.1,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/18,10:30:00,5,0.0,1.0,2.0,23.3,17.3,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/18,11:00:00,5,0.2,1.0,2.0,24.4,16.3,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/18,11:30:00,5,-0.1,1.0,2.0,24.8,16.8,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/18,12:00:00,5,0.0,1.0,2.0,25.1,17.0,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/18,14:30:00,5,0.3,1.0,1.0,25.8,14.4,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/18,15:00:00,5,0.1,1.0,1.0,25.4,16.3,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/18,15:30:00,5,0.0,1.0,2.0,25.3,17.4,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/18,16:00:00,5,0.0,1.0,2.0,25.2,18.1,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/18,16:30:00,5,0.0,1.0,2.0,25.1,18.0,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/18,17:00:00,5,-0.1,1.0,2.0,25.1,18.4,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/18,17:30:00,5,0.0,1.0,2.0,25.0,18.9,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/18,9:00:00,5,0.0,1.0,2.0,22.5,14.9,0.81
10,1,22,183.0,79.0,23.59,winter,0,0,0,2021/1/18,9:30:00,5,0.0,1.0,2.0,22.9,16.7,0.81
11,0,23,160.0,53.0,20.7,winter,-1,0,0,2021/1/18,10:00:00,4,0.0,1.0,2.0,23.1,19.4,0.86
11,0,23,160.0,53.0,20.7,winter,-1,0,0,2021/1/18,10:30:00,4,0.0,1.0,2.0,23.4,19.5,0.86
11,0,23,160.0,53.0,20.7,winter,-1,0,0,2021/1/18,11:00:00,4,0.0,1.0,2.0,23.6,19.8,0.86
11,0,23,160.0,53.0,20.7,winter,-1,0,0,2021/1/18,11:30:00,4,0.0,1.0,2.0,23.7,20.1,0.86
11,0,23,160.0,53.0,20.7,winter,-1,0,0,2021/1/18,12:00:00,4,0.0,1.0,2.0,23.9,20.2,0.86
11,0,23,160.0,53.0,20.7,winter,-1,0,0,2021/1/18,14:30:00,4,0.0,1.0,2.0,23.3,17.8,0.86
11,0,23,160.0,53.0,20.7,winter,-1,0,0,2021/1/18,15:00:00,4,0.0,1.0,2.0,23.7,19.4,0.86
11,0,23,160.0,53.0,20.7,winter,-1,0,0,2021/1/18,15:30:00,4,1.0,1.0,2.0,24.1,20.3,0.86
11,0,23,160.0,53.0,20.7,winter,-1,0,0,2021/1/18,16:00:00,4,1.0,1.0,2.0,24.3,21.3,0.86
11,0,23,160.0,53.0,20.7,winter,-1,0,0,2021/1/18,16:30:00,4,0.0,1.0,2.0,24.4,21.3,0.86
11,0,23,160.0,53.0,20.7,winter,-1,0,0,2021/1/18,17:00:00,4,0.0,1.0,2.0,24.5,21.5,0.86
11,0,23,160.0,53.0,20.7,winter,-1,0,0,2021/1/18,17:30:00,4,0.0,1.0,2.0,24.6,21.8,0.86
11,0,23,160.0,53.0,20.7,winter,-1,0,0,2021/1/18,9:00:00,4,-1.0,1.0,2.0,22.2,14.8,0.86
11,0,23,160.0,53.0,20.7,winter,-1,0,0,2021/1/18,9:30:00,4,0.0,1.0,2.0,22.7,18.9,0.86
12,0,23,158.0,52.0,20.83,winter,0,0,0,2021/1/18,10:00:00,4,0.0,1.0,2.0,23.1,19.4,1.15
12,0,23,158.0,52.0,20.83,winter,0,0,0,2021/1/18,10:30:00,4,0.0,1.0,2.0,23.4,19.5,1.15
12,0,23,158.0,52.0,20.83,winter,0,0,0,2021/1/18,11:00:00,4,0.0,1.0,2.0,23.6,19.8,1.15
12,0,23,158.0,52.0,20.83,winter,0,0,0,2021/1/18,11:30:00,4,0.0,1.0,2.0,23.7,20.1,1.15
12,0,23,158.0,52.0,20.83,winter,0,0,0,2021/1/18,12:00:00,4,0.0,1.0,2.0,23.9,20.2,1.15
12,0,23,158.0,52.0,20.83,winter,0,0,0,2021/1/18,14:30:00,4,0.0,1.0,2.0,23.3,17.8,1.15
12,0,23,158.0,52.0,20.83,winter,0,0,0,2021/1/18,15:00:00,4,0.5,1.0,2.0,23.7,19.4,1.15
12,0,23,158.0,52.0,20.83,winter,0,0,0,2021/1/18,15:30:00,4,1.0,0.0,1.0,24.1,20.3,1.15
12,0,23,158.0,52.0,20.83,winter,0,0,0,2021/1/18,16:00:00,4,1.0,0.0,1.0,24.3,21.3,1.15
12,0,23,158.0,52.0,20.83,winter,0,0,0,2021/1/18,16:30:00,4,1.0,0.0,1.0,24.4,21.3,1.15
12,0,23,158.0,52.0,20.83,winter,0,0,0,2021/1/18,17:00:00,4,1.0,0.0,1.0,24.5,21.5,1.15
12,0,23,158.0,52.0,20.83,winter,0,0,0,2021/1/18,17:30:00,4,1.0,0.0,1.0,24.6,21.8,1.15
12,0,23,158.0,52.0,20.83,winter,0,0,0,2021/1/18,9:00:00,4,-0.5,1.0,2.0,22.2,14.8,1.15
12,0,23,158.0,52.0,20.83,winter,0,0,0,2021/1/18,9:30:00,4,0.0,1.0,2.0,22.7,18.9,1.15
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/23,09:00:00,5,0.0,1.0,0.0,24.2,62.6,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/23,09:30:00,5,-1.0,1.0,0.0,25.1,60.4,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/23,10:00:00,5,0.0,1.0,0.0,25.9,57.6,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/23,10:30:00,5,0.0,1.0,0.0,26.2,55.8,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/23,11:00:00,5,0.5,1.0,0.0,26.3,54.2,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/23,11:30:00,5,0.5,1.0,0.0,26.4,53.2,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/23,12:00:00,5,0.5,1.0,0.0,26.3,54.5,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/23,14:30:00,5,1.5,0.0,1.0,27.4,56.8,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/23,15:00:00,5,1.0,0.0,0.0,27.5,58.6,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/23,15:30:00,5,0.5,1.0,0.0,27.4,59.7,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/23,16:00:00,5,0.5,1.0,0.0,27.3,60.0,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/23,16:30:00,5,0.0,1.0,0.0,27.0,58.1,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/23,17:00:00,5,0.0,1.0,0.0,26.9,57.2,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/23,17:30:00,5,0.0,1.0,0.0,26.8,56.9,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/23,18:00:00,5,0.0,1.0,0.0,26.7,56.5,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/24,09:00:00,5,0.0,1.0,0.0,23.7,53.6,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/24,09:30:00,5,-0.5,1.0,0.0,23.9,54.8,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/24,10:00:00,5,0.0,1.0,0.0,24.0,54.1,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/24,10:30:00,5,-0.5,1.0,0.0,24.0,53.7,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/24,11:00:00,5,0.0,1.0,0.0,24.1,53.6,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/24,11:30:00,5,0.0,1.0,0.0,25.4,54.1,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/24,12:00:00,5,0.0,1.0,0.0,25.7,55.0,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/24,14:30:00,5,0.0,1.0,0.0,25.6,60.3,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/24,15:00:00,5,0.5,1.0,0.0,26.1,60.3,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/24,15:30:00,5,0.5,1.0,0.0,26.4,60.7,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/24,16:00:00,5,0.8,1.0,1.0,26.6,61.9,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/24,16:30:00,5,1.5,0.0,1.0,26.9,61.4,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/24,17:00:00,5,1.2,1.0,-1.0,27.1,61.0,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/24,17:30:00,5,0.0,1.0,0.0,27.2,60.9,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/24,18:00:00,5,0.0,1.0,0.0,27.2,60.6,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/25,09:00:00,5,-0.2,1.0,0.0,23.9,63.4,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/25,09:30:00,5,-0.8,1.0,-1.0,23.2,61.8,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/25,10:00:00,5,-1.0,0.0,-1.0,22.8,60.7,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/25,10:30:00,5,-0.5,1.0,0.0,23.0,59.6,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/25,11:00:00,5,0.0,1.0,1.0,24.5,59.1,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/25,11:30:00,5,0.2,1.0,0.0,25.4,57.6,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/25,12:00:00,5,0.0,1.0,0.0,25.8,57.8,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/25,14:30:00,5,1.0,0.0,1.0,26.3,61.3,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/25,15:00:00,5,0.5,1.0,0.0,26.5,61.0,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/25,15:30:00,5,0.8,0.0,1.0,26.7,61.5,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/25,16:00:00,5,0.8,0.0,1.0,27.2,61.9,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/25,16:30:00,5,0.3,1.0,0.0,27.4,61.7,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/25,17:00:00,5,1.0,0.0,1.0,27.5,61.5,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/25,17:30:00,5,0.5,1.0,0.0,27.3,62.2,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/25,18:00:00,5,0.2,1.0,0.0,27.3,62.6,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/26,09:00:00,5,0.2,1.0,1.0,26.8,64.8,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/26,09:30:00,5,0.5,0.0,0.0,27.7,62.7,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/26,10:00:00,5,0.5,0.0,1.0,28.0,62.6,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/26,10:30:00,5,1.0,0.0,1.0,28.1,62.4,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/26,11:00:00,5,0.8,0.0,1.0,27.9,63.5,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/26,11:30:00,5,0.5,1.0,0.0,27.9,63.7,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/26,12:00:00,5,0.1,1.0,0.0,27.9,64.0,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/26,14:30:00,5,0.0,1.0,0.0,26.9,62.8,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/26,15:00:00,5,0.0,1.0,0.0,26.3,63.5,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/26,15:30:00,5,-0.2,1.0,0.0,25.9,62.5,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/26,16:00:00,5,-0.5,1.0,-1.0,24.7,60.6,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/26,16:30:00,5,-0.5,1.0,0.0,24.2,58.5,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/26,17:00:00,5,-1.0,1.0,-1.0,24.4,59.3,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/26,17:30:00,5,-0.8,1.0,-1.0,25.2,55.6,1.68
13,1,23,175.0,60.0,19.59,summer,0,1,-1,2021/7/26,18:00:00,5,-1.0,1.0,-1.0,25.2,54.7,1.68
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/20,09:00:00,5,2.0,0.0,-1.0,27.9,56.4,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/20,09:30:00,5,1.0,0.0,-1.0,28.1,58.7,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/20,10:00:00,5,0.6,1.0,-1.0,28.4,59.9,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/20,10:30:00,5,2.0,0.0,-1.0,28.4,61.5,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/20,11:00:00,5,0.0,1.0,0.0,27.5,63.3,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/20,11:30:00,5,-0.2,1.0,0.0,27.3,62.6,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/20,12:00:00,5,-0.4,1.0,0.0,27.1,61.8,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/20,14:30:00,5,0.3,1.0,0.0,26.2,62.0,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/20,15:00:00,5,0.6,1.0,0.0,26.8,60.6,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/20,16:00:00,5,-0.3,1.0,1.0,25.2,62.2,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/20,16:30:00,5,-0.5,1.0,1.0,24.7,58.5,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/20,17:00:00,5,-0.6,1.0,1.0,24.7,58.2,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/20,17:30:00,5,-1.5,0.0,1.0,24.5,56.8,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/20,18:00:00,5,-2.5,0.0,1.0,25.0,55.4,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/21,09:00:00,5,-0.1,1.0,0.0,23.7,58.9,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/21,09:30:00,5,-0.3,1.0,0.0,24.0,57.4,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/21,10:00:00,5,-0.1,1.0,0.0,25.4,53.0,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/21,10:30:00,5,0.1,1.0,0.0,25.4,51.2,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/21,11:00:00,5,0.2,1.0,0.0,25.6,51.8,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/21,11:30:00,5,0.4,1.0,0.0,25.5,50.4,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/21,12:00:00,5,0.8,1.0,-1.0,25.4,49.5,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/23,09:00:00,5,1.0,1.0,-1.0,24.2,62.6,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/23,09:30:00,5,0.5,1.0,-1.0,25.1,60.4,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/23,10:00:00,5,0.1,1.0,0.0,25.9,57.6,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/23,10:30:00,5,0.0,1.0,0.0,26.2,55.8,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/23,11:00:00,5,-0.5,1.0,0.0,26.3,54.2,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/23,11:30:00,5,0.0,1.0,0.0,26.4,53.2,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/23,12:00:00,5,0.0,1.0,0.0,26.3,54.5,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/23,14:30:00,5,1.0,1.0,-1.0,27.4,56.8,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/23,15:00:00,5,1.3,1.0,-1.0,27.5,58.6,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/23,15:30:00,5,1.8,0.0,-1.0,27.4,59.7,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/23,16:00:00,5,1.5,0.0,-1.0,27.3,60.0,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/23,16:30:00,5,1.5,0.0,-1.0,27.0,58.1,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/23,17:00:00,5,-0.5,1.0,-1.0,26.9,57.2,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/23,17:30:00,5,-0.3,1.0,-1.0,26.8,56.9,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/23,18:00:00,5,0.0,1.0,0.0,26.7,56.5,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/24,09:00:00,5,0.5,1.0,-1.0,23.7,53.6,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/24,09:30:00,5,0.2,1.0,-1.0,23.9,54.8,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/24,10:00:00,5,0.0,1.0,0.0,24.0,54.1,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/24,10:30:00,5,0.1,1.0,0.0,24.0,53.7,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/24,11:00:00,5,-0.3,1.0,0.0,24.1,53.6,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/24,11:30:00,5,-0.5,1.0,0.0,25.4,54.1,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/24,12:00:00,5,-0.8,1.0,0.0,25.7,55.0,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/24,14:30:00,5,0.3,1.0,-1.0,25.6,60.3,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/24,15:00:00,5,0.8,0.0,-1.0,26.1,60.3,1.16
14,1,24,181.0,70.0,21.37,summer,-1,1,1,2021/7/24,15:30:00,5,1.0,0.0,-1.0,26.4,60.7,1.16
